Incident Report Number,Crime Type,Date,Time,LOCATION_TYPE,ADDRESS,LONGITUDE,LATITUDE,State,Country,Continent
20168003649,BURGLARY OF VEHICLE,7/27/2016,2240,,W 5TH ST / GUADALUPE ST,-97.74663983,30.26809258,Texas,United States of America,North America
20165011613,BURGLARY OF VEHICLE,3/18/2016,1800,,E 3RD ST / ONION ST,-97.72881075,30.26068503,Texas,United States of America,North America
20162071717,ASSAULT BY CONTACT,7/23/2016,1530,,W BEN WHITE BLVD SVRD EB / MANCHACA RD,-97.78852736,30.22963221,Texas,United States of America,North America
2016381156,INTER EMERG PHONECALL FAM/DATE,2/7/2016,1756,,MACMORA RD / KRAMER LN,-97.70032435,30.38384189,Texas,United States of America,North America
20165012151,CRIMINAL MISCHIEF,3/22/2016,2000,,TURK LN / CULLEN LN,-97.79163595,30.16338164,Texas,United States of America,North America
20165004257,HARASSMENT,1/28/2016,1615,,S LAKESHORE BLVD / LADY BIRD LN,-97.7220728,30.24436485,Texas,United States of America,North America
2016231635,EVADING VEHICLE,1/23/2016,2202,,E US 290 HWY SVRD EB / ED BLUESTEIN BLVD SVRD SB,-97.6731657,30.32485231,Texas,United States of America,North America
20165026045,RECKLESS DRIVING,6/24/2016,830,,JOLLYVILLE RD / Q RANCH RD,-97.75530094,30.42240445,Texas,United States of America,North America
201650799,ASSAULT BY CONTACT,1/5/2016,1230,,N IH 35 SVRD NB / E BRAKER LN,-97.67558918,30.37694541,Texas,United States of America,North America
2016891703,CRASH/FAIL STOP AND RENDER AID,3/29/2016,2204,,AIRPORT BLVD / E MARTIN LUTHER KING JR BLVD,-97.7039519,30.2825707,Texas,United States of America,North America
20161330168,AGG ROBBERY/DEADLY WEAPON,5/12/2016,230,,E OLTORF ST / S PLEASANT VALLEY RD,-97.72777483,30.22745636,Texas,United States of America,North America
201631055,FAMILY DISTURBANCE,1/3/2016,1819,,SPRINGDALE RD / E MARTIN LUTHER KING JR BLVD,-97.68263537,30.28586106,Texas,United States of America,North America
20168003613,THEFT,7/31/2016,5,,W 6TH ST / RIO GRANDE ST,-97.74953066,30.26994412,Texas,United States of America,North America
20168003286,THEFT,7/5/2016,0,,E 6TH ST / SAN JACINTO BLVD,-97.74038174,30.26739402,Texas,United States of America,North America
20161601416,DRIVING WHILE LICENSE INVALID,6/8/2016,1845,,BURNET RD / W BRAKER LN,-97.72181542,30.3911626,Texas,United States of America,North America
20161560909,DRIVING WHILE LICENSE INVALID,6/4/2016,1506,,HARRISGLENN DR / LATCHWOOD LN,-97.64937213,30.40107894,Texas,United States of America,North America
20161300160,DRIVING WHILE LICENSE INVALID,5/9/2016,259,,N IH 35 SVRD SB / E ST JOHNS AVE,-97.70453834,30.33295017,Texas,United States of America,North America
20165020501,VIOL CITY ORDINANCE - WRECKER,5/17/2016,1625,,E 32ND ST / RED RIVER ST,-97.72715781,30.291051,Texas,United States of America,North America
20161021158,DISTURBANCE - OTHER,4/10/2016,400,,W HOWARD LN / SCOFIELD RIDGE PKWY,-97.68123002,30.42835968,Texas,United States of America,North America
20168003677,LOST PROP,8/6/2016,300,,E 10TH ST / BRAZOS ST,-97.7400896,30.27142836,Texas,United States of America,North America
20161680024,ASSAULT WITH INJURY,6/16/2016,44,,E 4TH ST / NAVASOTA ST,-97.72938022,30.26189026,Texas,United States of America,North America
2016640315,ASSAULT WITH INJURY,3/4/2016,215,,E 7TH ST / NECHES ST,-97.73792429,30.26769906,Texas,United States of America,North America
20161491707,RESISTING ARREST OR SEARCH,5/28/2016,2155,,LANCASTER DR / BARBARA JORDAN BLVD,-97.70749578,30.30595268,Texas,United States of America,North America
2016680775,AGG ASSAULT,3/8/2016,1351,,CAMERON RD / CAMINO LA COSTA,-97.69363708,30.32392775,Texas,United States of America,North America
20162071086,ASSAULT INFORMATION,7/24/2016,1300,,W 6TH ST / N LAMAR BLVD,-97.75397168,30.27153528,Texas,United States of America,North America
2016640146,DRIVING WHILE LICENSE INVALID,3/4/2016,131,,E MARTIN LUTHER KING JR BLVD / ED BLUESTEIN BLVD SVRD SB,-97.66595968,30.28573235,Texas,United States of America,North America
20161051798,DRIVING WHILE LICENSE INVALID,4/14/2016,2221,,W PARMER LN / N IH 35 SVRD SB,-97.67524001,30.40802586,Texas,United States of America,North America
2016131181,VIOL CITY ORDINANCE - WRECKER,1/13/2016,1602,,BUTLER RD / S LAMAR BLVD SB,-97.75804693,30.26213687,Texas,United States of America,North America
2016411211,DRIVING WHILE LICENSE INVALID,2/10/2016,1541,,N IH 35 SVRD SB / E MARTIN LUTHER KING JR BLVD,-97.73049286,30.27855794,Texas,United States of America,North America
2016282119,DRIVING WHILE LICENSE INVALID,1/28/2016,2344,,W OLTORF ST / THORNTON RD,-97.76926791,30.24655309,Texas,United States of America,North America
2016120026,VIOL STATE LAW - OTHER,1/12/2016,29,,MONTANA ST / FRONTIER VALLEY DR,-97.69126772,30.22856497,Texas,United States of America,North America
2016321484,DRIVING WHILE LICENSE INVALID,2/1/2016,1827,,GEORGIAN DR / MASTERSON PASS,-97.68728464,30.36978591,Texas,United States of America,North America
2016220049,DRIVING WHILE LICENSE INVALID,1/22/2016,44,,LAKE CREEK PKWY / MELLOW MEADOWS,-97.79806474,30.45993194,Texas,United States of America,North America
2016781860,DRIVING WHILE LICENSE INVALID,3/18/2016,1949,,CHALMERS AVE / E 6TH ST,-97.72448181,30.26236543,Texas,United States of America,North America
20161720515,DATING DISTURBANCE,6/20/2016,1145,,FLORES ST / WALLER ST,-97.73554267,30.25352781,Texas,United States of America,North America
20161820733,ASSAULT WITH INJURY,6/30/2016,1137,,MANOR RD / ROGGE LN,-97.68131692,30.3045501,Texas,United States of America,North America
20161501451,ASSAULT BY CONTACT FAM/DATING,5/29/2016,2052,,E 12TH ST / CEDAR AVE,-97.71306635,30.27485287,Texas,United States of America,North America
20165027274,THEFT,7/1/2016,1630,,CHESTERFIELD AVE / W NORTH LOOP BLVD,-97.7244558,30.31878834,Texas,United States of America,North America
20165013529,CRUELTY TO ANIMALS,4/1/2016,1035,,MANOR RD / ROGGE LN,-97.68131692,30.3045501,Texas,United States of America,North America
20162211692,ROBBERY BY ASSAULT,8/8/2016,2130,,E 53RD ST / DUVAL ST,-97.71853462,30.31642067,Texas,United States of America,North America
2016601315,ROBBERY BY ASSAULT,2/29/2016,1700,,BURNET RD / ALLANDALE RD,-97.73982748,30.33485148,Texas,United States of America,North America
20161761226,AGG ASLT STRANGLE/SUFFOCATE,6/18/2016,2130,,N LAMAR BLVD / W RUNDBERG LN,-97.69702646,30.36313807,Texas,United States of America,North America
20165021014,CRASH/LEAVING THE SCENE,5/20/2016,1815,,GUADALUPE ST / W 25TH ST,-97.74142182,30.28907948,Texas,United States of America,North America
2016920986,THEFT,4/1/2016,1309,,WILLOW CREEK DR / E RIVERSIDE DR,-97.72566505,30.23767769,Texas,United States of America,North America
20165020780,CRASH/LEAVING THE SCENE,5/19/2016,1230,,W RIVERSIDE DR / S 1ST ST,-97.74928051,30.25975735,Texas,United States of America,North America
20162031755,CRASH/CITY VEHICLE,7/21/2016,2244,,E WILLIAM CANNON DR / S IH 35 SVRD SB,-97.77089997,30.19066095,Texas,United States of America,North America
20161500519,CRASH/FATALITY,5/29/2016,905,,W BRAKER LN / BURNET RD,-97.72563183,30.39234312,Texas,United States of America,North America
20165007591,THEFT,2/19/2016,12,,W 20TH ST / GUADALUPE ST,-97.74199715,30.28264157,Texas,United States of America,North America
2016561617,AGG ROBBERY/DEADLY WEAPON,2/25/2016,2301,,NORSEMAN TER / TRONEWOOD DR,-97.71043733,30.36449943,Texas,United States of America,North America
20162041949,ROBBERY INFORMATION,7/22/2016,2323,,E 7TH ST / NECHES ST,-97.73792429,30.26769906,Texas,United States of America,North America
20161500191,ASSAULT WITH INJURY,5/29/2016,206,,W 6TH ST / WEST AVE,-97.75059224,30.27029557,Texas,United States of America,North America
2016762111,DISTURBANCE - OTHER,3/16/2016,2327,,E 45TH ST / AVENUE F,-97.72744941,30.30818886,Texas,United States of America,North America
20165023433,CRIMINAL MISCHIEF,6/6/2016,1630,,BEND OF THE RIVER DR / LOST CREEK BLVD,-97.84378181,30.27475553,Texas,United States of America,North America
20165007618,DISTURBANCE - OTHER,2/22/2016,1448,,W 8TH ST / LAVACA ST,-97.74449473,30.27057407,Texas,United States of America,North America
20165019204,BURGLARY OF VEHICLE,5/9/2016,1100,,ONION CREEK DR / VINE HILL DR,-97.74343077,30.17216241,Texas,United States of America,North America
2016511544,DISTURBANCE - OTHER,2/20/2016,1935,,GUADALUPE ST / S 1ST ST,-97.74770957,30.26364213,Texas,United States of America,North America
20165033060,THEFT,8/9/2016,2200,,E 51ST ST / CAMERON RD,-97.70976208,30.30910424,Texas,United States of America,North America
20165026264,THEFT,6/25/2016,1447,,BRAZOS ST / E 3RD ST,-97.742512,30.26487655,Texas,United States of America,North America
20165012275,THEFT OF BICYCLE,3/22/2016,0,,E 5TH ST / WALLER ST,-97.73094919,30.26351183,Texas,United States of America,North America
20165004288,BURGLARY OF VEHICLE,1/29/2016,1800,,E 6TH ST / NAVASOTA ST,-97.72852614,30.26371837,Texas,United States of America,North America
20165007084,BURGLARY OF VEHICLE,2/18/2016,530,,E 8TH ST / N IH 35 SVRD SB,-97.73430516,30.26772471,Texas,United States of America,North America
20161801758,POSS MARIJUANA,6/28/2016,2130,,N LAMAR BLVD / W 31ST ST,-97.74623458,30.30024134,Texas,United States of America,North America
20165024928,THEFT,6/17/2016,700,,FM 969 RD / CRAIGWOOD DR,-97.65982992,30.28472449,Texas,United States of America,North America
2016950771,DWI,4/4/2016,1250,,DENSON DR / N LAMAR BLVD,-97.72354639,30.33037634,Texas,United States of America,North America
2016870632,ASSAULT INFORMATION,3/22/2016,830,,MONTOPOLIS DR / E RIVERSIDE DR,-97.70344663,30.22492937,Texas,United States of America,North America
20161641127,DISTURBANCE - OTHER,6/12/2016,1705,,E PARMER LN / DESSAU RD,-97.64854574,30.38700156,Texas,United States of America,North America
20165020852,BURGLARY OF VEHICLE,5/19/2016,1830,,E 6TH ST / SABINE ST,-97.73613389,30.26617485,Texas,United States of America,North America
2016200213,EVADING VEHICLE,1/20/2016,454,,ROXANNA DR / W SLAUGHTER LN,-97.82810522,30.1746754,Texas,United States of America,North America
2016432031,DRIVING WHILE LICENSE INVALID,2/12/2016,2309,,N US 183 HWY SVRD NB / ANDERSON MILL RD,-97.79003506,30.44889007,Texas,United States of America,North America
20161251741,ASSAULT WITH INJURY,5/4/2016,2229,,LOYOLA LN / SANDSHOF DR,-97.64558925,30.29901472,Texas,United States of America,North America
2016881495,DRIVING WHILE LICENSE INVALID,3/28/2016,2059,,STECK AVE / SUMMERWOOD DR,-97.74799659,30.3723084,Texas,United States of America,North America
2016350131,DRIVING WHILE LICENSE INVALID,2/4/2016,304,,W BEN WHITE BLVD SVRD EB / S 1ST ST,-97.7696788,30.22618423,Texas,United States of America,North America
20161261509,IMPOUNDED VEH,5/5/2016,1926,,SOUTHWEST PKWY / S MOPAC EXPY SVRD NB,-97.8225345,30.23642825,Texas,United States of America,North America
20165022450,CRASH/LEAVING THE SCENE,5/31/2016,1539,,MC NEIL DR / TECHNOLOGY BLVD,-97.75816199,30.43814162,Texas,United States of America,North America
2016740497,FOUND PROPERTY,3/14/2016,756,,E 7TH ST / N IH 35 SVRD NB,-97.73386417,30.26656888,Texas,United States of America,North America
2016740082,FAMILY DISTURBANCE,3/14/2016,51,,E RIVERSIDE DR / TOWN CREEK DR,-97.72779187,30.24114789,Texas,United States of America,North America
20161410142,ASSAULT WITH INJURY,5/20/2016,125,,E 6TH ST / TRINITY ST,-97.73934174,30.26706768,Texas,United States of America,North America
2016581430,DRIVING WHILE LICENSE INVALID,2/27/2016,1819,,RUTHERFORD LN / CAMERON RD,-97.68325074,30.33732236,Texas,United States of America,North America
201691257,DRIVING WHILE LICENSE INVALID,1/9/2016,1851,,SOUTHRIDGE DR / BANISTER LN,-97.77710935,30.23023544,Texas,United States of America,North America
2016500080,DRIVING WHILE LICENSE INVALID,2/19/2016,116,,OHLEN RD / KIMBLE CV,-97.72186894,30.36154227,Texas,United States of America,North America
2016332108,DRIVING WHILE LICENSE INVALID,2/2/2016,2349,,E 12TH ST / CHICON ST,-97.71991443,30.27378531,Texas,United States of America,North America
2016932072,DRIVING WHILE LICENSE INVALID,4/2/2016,2248,,S IH 35 SVRD SB / WOODWARD ST,-97.74769815,30.22348986,Texas,United States of America,North America
2016561356,DRIVING WHILE LICENSE INVALID,2/25/2016,1730,,BURNET RD / ROCKWOOD LN,-97.72758915,30.36828423,Texas,United States of America,North America
2016571709,DRIVING WHILE LICENSE INVALID,2/26/2016,2127,,KRAMER LN / PLAINS TRL,-97.69380328,30.38251972,Texas,United States of America,North America
20165004786,SUSPICIOUS PERSON,2/1/2016,900,,W 38TH ST / GUADALUPE ST,-97.73815152,30.30274027,Texas,United States of America,North America
20161711610,ASSIST OTHER POLICE AGENCY,6/19/2016,2232,,N IH 35 SVRD SB / E ANDERSON LN SVRD EB,-97.70065304,30.3395016,Texas,United States of America,North America
20165026587,DANGEROUS ANIMAL,6/27/2016,1900,,FRATE BARKER RD / MARCUS ABRAMS BLVD,-97.84355367,30.1495617,Texas,United States of America,North America
20165031586,CRASH/LEAVING THE SCENE,7/30/2016,2000,,E 7TH ST / SAN JACINTO BLVD,-97.74004387,30.26829479,Texas,United States of America,North America
2016340092,POSS CONTROLLED SUB/NARCOTIC,2/3/2016,142,,E 14TH ST / CHESTNUT AVE,-97.71641593,30.27636525,Texas,United States of America,North America
20161511627,GRAFFITI,5/31/2016,0,,E 6TH ST / CONGRESS AVE,-97.74281933,30.2680649,Texas,United States of America,North America
20161640034,AUTO THEFT INFORMATION,6/12/2016,53,,S PLEASANT VALLEY RD / E OLTORF ST,-97.72777483,30.22745636,Texas,United States of America,North America
2016711518,AUTO THEFT,3/11/2016,1600,,AIRPORT BLVD / OAK SPRINGS DR,-97.69791388,30.27355474,Texas,United States of America,North America
2016151875,CRIMINAL MISCHIEF,1/15/2016,2214,,RUTLAND DR / MOUNTAIN QUAIL RD,-97.70942175,30.37116755,Texas,United States of America,North America
20165006475,THEFT FROM AUTO,2/14/2016,0,,RUTLAND DR / N LAMAR BLVD,-97.69600225,30.36486901,Texas,United States of America,North America
20165002902,DISTURBANCE - OTHER,1/21/2016,1448,,W ANDERSON LN / BURNET RD,-97.73090442,30.35615096,Texas,United States of America,North America
20165010918,CRIMINAL MISCHIEF,3/15/2016,1043,,PEACH GROVE RD / CLEMENTINE LN,-97.73000567,30.19662925,Texas,United States of America,North America
20165020698,BURGLARY OF VEHICLE,5/18/2016,1200,,BLUFF SPRINGS RD / E WILLIAM CANNON DR,-97.76789963,30.18919271,Texas,United States of America,North America
20165009552,THEFT OF BICYCLE,3/4/2016,1700,,S CONGRESS AVE / BARTON SPRINGS RD,-97.74614859,30.25911108,Texas,United States of America,North America
2016701128,ASSAULT WITH INJURY,3/10/2016,2351,,E 6TH ST / NECHES ST,-97.73825313,30.26678161,Texas,United States of America,North America
2016210844,ASSAULT WITH INJURY,1/21/2016,1230,,S PLEASANT VALLEY RD / E RIVERSIDE DR,-97.72281244,30.2341129,Texas,United States of America,North America
20165014718,THEFT OF LICENSE PLATE,4/8/2016,1920,,E US 290 HWY SVRD WB / BERKMAN DR,-97.68903491,30.3219159,Texas,United States of America,North America
20161730958,THEFT FROM PERSON,6/21/2016,1528,,E ST JOHNS AVE / N IH 35 SVRD NB,-97.70371141,30.33257841,Texas,United States of America,North America
2016231871,CRIMINAL MISCHIEF,1/24/2016,20,,7 OLMOS DR,-97.68684841,30.21877596,Texas,United States of America,North America
20161140231,ASSAULT WITH INJURY,4/23/2016,212,,W 8TH ST / GUADALUPE ST,-97.74559894,30.2708714,Texas,United States of America,North America
2016620331,CRASH/CITY VEHICLE,3/2/2016,709,,WEST GATE BLVD / BRYONHALL DR,-97.8165177,30.20502018,Texas,United States of America,North America
20161351544,DOC DISPLAY FIREARM-PUB PLACE,5/14/2016,2010,,ALONDRA LN / PINON VISTA DR,-97.64418824,30.2887786,Texas,United States of America,North America
20162080684,CRASH/CITY VEHICLE,7/25/2016,1100,,E ANDERSON LN SVRD EB / CAMERON RD,-97.68662811,30.33222141,Texas,United States of America,North America
20161450177,EVADING VEHICLE,5/24/2016,338,,BOOKER AVE / PROVIDENCE AVE,-97.69826062,30.32806591,Texas,United States of America,North America
20161441406,EVADING VEHICLE,5/23/2016,1814,,E BRAKER LN / N IH 35 SVRD NB,-97.67558918,30.37694541,Texas,United States of America,North America
2016121476,CRASH/NO INJURY,1/12/2016,1955,,B R REYNOLDS DR / N LAMAR BLVD,-97.75583715,30.26765085,Texas,United States of America,North America
20165030454,VIOL CITY ORDINANCE - DOG,6/25/2016,1740,,E 6TH ST / SAN JACINTO BLVD,-97.74038174,30.26739402,Texas,United States of America,North America
20161621360,ASSAULT BY CONTACT,6/10/2016,1752,,S PLEASANT VALLEY RD / E RIVERSIDE DR,-97.72281244,30.2341129,Texas,United States of America,North America
2016441295,DEADLY CONDUCT,2/13/2016,1700,,S 1ST ST / KING EDWARD PL,-97.78696115,30.19845944,Texas,United States of America,North America
20161710221,ASSAULT INFORMATION,6/18/2016,2000,,E RIVERSIDE DR / S PLEASANT VALLEY RD,-97.72281244,30.2341129,Texas,United States of America,North America
20165008710,BURGLARY OF VEHICLE,2/26/2016,2300,,SANTA RITA ST / CORTA ST,-97.71686127,30.25677809,Texas,United States of America,North America
2016550324,DOC ABUSE OR THREAT,2/24/2016,400,,RESEARCH BLVD SVRD NB / BURNET RD,-97.72629663,30.37350565,Texas,United States of America,North America
20165005214,CRIMINAL MISCHIEF,2/5/2016,900,,E CESAR CHAVEZ ST / ANTHONY ST,-97.72202831,30.25620143,Texas,United States of America,North America
20165022023,THEFT,5/25/2016,930,,EASTGATE RD / SMITH RD,-97.67860423,30.25751478,Texas,United States of America,North America
20165000040,CRASH/LEAVING THE SCENE,1/1/2016,1255,,E 8TH ST / RED RIVER ST,-97.73649438,30.26832192,Texas,United States of America,North America
20161840205,PEDESTRIAN ON ROADWAY,7/2/2016,208,,S IH 35 SVRD SB / E WILLIAM CANNON DR,-97.77089997,30.19066095,Texas,United States of America,North America
20161330176,DWI,5/12/2016,328,,N IH 35 SVRD NB / E MARTIN LUTHER KING JR BLVD,-97.72908408,30.27850732,Texas,United States of America,North America
20161060341,CRIMINAL MISCHIEF INFORMATION,4/15/2016,645,,S SH 130 SVRD NB / PEARCE LN,-97.63640666,30.17573079,Texas,United States of America,North America
20161541777,POSS MARIJUANA,6/2/2016,2124,,N LAMAR BLVD / W BRAKER LN,-97.68638032,30.38193221,Texas,United States of America,North America
2016461568,ASSAULT WITH INJURY,2/15/2016,2147,,S CONGRESS AVE / E OLTORF ST,-97.75352625,30.23875891,Texas,United States of America,North America
2016450491,FOUND PROPERTY,2/14/2016,632,,SAN ANTONIO ST / W CESAR CHAVEZ ST,-97.74912407,30.26465529,Texas,United States of America,North America
20165022394,DISTURBANCE - OTHER,5/31/2016,1030,,W 5TH ST / BAYLOR ST,-97.75604315,30.27085362,Texas,United States of America,North America
20161031271,HARASSMENT OF A PUBLIC SERVANT,4/12/2016,1824,,W 3RD ST / CONGRESS AVE,-97.74387418,30.26523963,Texas,United States of America,North America
20162170404,DISTURBANCE - OTHER,8/4/2016,855,,E HUNTLAND DR / JONATHAN DR,-97.71273079,30.33040326,Texas,United States of America,North America
2016301358,DRIVING WHILE LICENSE INVALID,1/30/2016,1756,,S US 183 HWY NB / E RIVERSIDE DR,-97.68329977,30.21768219,Texas,United States of America,North America
2016941842,DRIVING WHILE LICENSE INVALID,4/3/2016,2215,,E MARTIN LUTHER KING JR BLVD / SPRINGDALE RD,-97.68263537,30.28586106,Texas,United States of America,North America
2016471978,WARRANT ARREST NON TRAFFIC,2/16/2016,2333,,RESEARCH BLVD SVRD SB / PAYTON GIN RD,-97.71875556,30.36653126,Texas,United States of America,North America
2016212012,CRASH/LEAVING THE SCENE,1/21/2016,2322,,E US 290 HWY SVRD EB / TUSCANY WAY,-97.6593579,30.32784628,Texas,United States of America,North America
20161710210,ASSAULT ON PUBLIC SERVANT,6/19/2016,315,,E 4TH ST / BRAZOS ST,-97.74215676,30.26583473,Texas,United States of America,North America
201681638,ROBBERY BY ASSAULT,1/8/2016,1815,,WAYNESBOROUGH DR / HILLCROFT DR,-97.64303092,30.30085057,Texas,United States of America,North America
2016110541,ANIMAL BITE,1/11/2016,1014,,GLENHILL RD / BARCELONA CV,-97.68564046,30.32950565,Texas,United States of America,North America
2016141123,ROBBERY BY ASSAULT,1/13/2016,2200,,ESKEW DR / LEAFIELD DR,-97.8380394,30.20368396,Texas,United States of America,North America
20161511714,CRUELTY TO ANIMALS,5/30/2016,2325,,E RIVERSIDE DR / WILLOW CREEK DR,-97.72566505,30.23767769,Texas,United States of America,North America
20161670277,CRASH/FAIL STOP AND RENDER AID,6/15/2016,625,,CHICON ST / E 6TH ST,-97.72251978,30.26169288,Texas,United States of America,North America
20165025717,GRAFFITI,6/20/2016,2100,,E US 290 HWY SVRD EB / SPRINGDALE RD,-97.65526531,30.32816792,Texas,United States of America,North America
2016640563,ASSAULT WITH INJURY,3/4/2016,928,,S IH 35 SVRD NB / E BEN WHITE BLVD SVRD EB,-97.75126528,30.21551438,Texas,United States of America,North America
20165006074,CRIMINAL MISCHIEF,2/10/2016,630,,E MARTIN LUTHER KING JR BLVD / COMAL ST,-97.72514489,30.27910379,Texas,United States of America,North America
20165006630,RECKLESS DRIVING,2/15/2016,1715,,E US 290 HWY WB / E KOENIG LN WB,-97.70676782,30.32221717,Texas,United States of America,North America
20165018256,THEFT,5/2/2016,1620,,E OLTORF ST / S IH 35 SVRD SB,-97.7416593,30.2338493,Texas,United States of America,North America
2016730359,FAMILY DISTURBANCE,3/13/2016,411,,E RIVERSIDE DR / ALAMEDA DR,-97.74051296,30.25071039,Texas,United States of America,North America
20165025940,THEFT,6/23/2016,1200,,BLACKSON AVE / N IH 35 SVRD SB,-97.7030448,30.33539762,Texas,United States of America,North America
2016420851,POSS SYNTHETIC MARIJUANA,2/11/2016,1215,,ED BLUESTEIN BLVD SVRD NB / FM 969 RD,-97.66479858,30.2855459,Texas,United States of America,North America
20165031368,CRIMINAL MISCHIEF,7/30/2016,2100,,W 9TH ST / SAN ANTONIO ST,-97.74634448,30.27213786,Texas,United States of America,North America
2016950061,ROBBERY BY THREAT,4/4/2016,30,,E 6TH ST / RED RIVER ST,-97.73719362,30.26647411,Texas,United States of America,North America
2016111367,AUTO THEFT,1/8/2016,2145,,E 5TH ST / SAN JACINTO BLVD,-97.74074017,30.26643591,Texas,United States of America,North America
20161630252,DISTURBANCE - OTHER,6/11/2016,243,,E 8TH ST / TRINITY ST,-97.73861374,30.26892592,Texas,United States of America,North America
20165003024,SUSPICIOUS VEH,12/20/2015,1047,,BOWHILL DR / WESTMONT DR,-97.76677615,30.3420908,Texas,United States of America,North America
2016910090,ASSAULT WITH INJURY,3/31/2016,115,,N IH 35 SVRD NB / E 7TH ST,-97.73386417,30.26656888,Texas,United States of America,North America
20165032355,GRAFFITI,7/30/2016,1200,,BARTON SPRINGS RD / ROBERT E LEE RD,-97.76499475,30.26476812,Texas,United States of America,North America
20165030818,FRAUD - OTHER,7/27/2016,1120,,MANCHACA RD / W STASSNEY LN,-97.79771152,30.21542756,Texas,United States of America,North America
20165006225,DOC EXPOSURE,2/12/2016,615,,E 33RD ST / DUVAL ST,-97.73178772,30.29553462,Texas,United States of America,North America
20161361038,RESISTING ARREST OR SEARCH,5/15/2016,1742,,N FM 620 RD / LAKE CREEK PKWY,-97.81602358,30.46215553,Texas,United States of America,North America
20165032057,THEFT,7/29/2016,1900,,N IH 35 SVRD NB / E US 290 HWY SVRD EB,-97.70637632,30.32169208,Texas,United States of America,North America
2016191247,ASSAULT W/INJURY-FAM/DATE VIOL,1/19/2016,1630,,4 ESPINOSA DR,-97.68495512,30.21956468,Texas,United States of America,North America
20165020290,BURGLARY OF VEHICLE,5/15/2016,1451,,E 8TH ST / TRINITY ST,-97.73861374,30.26892592,Texas,United States of America,North America
20161241669,BURGLARY OF VEH INFORMATION,5/3/2016,2111,,SAN JACINTO BLVD / E MARTIN LUTHER KING JR BLVD,-97.73571504,30.27997582,Texas,United States of America,North America
20161640187,BURGLARY OF VEHICLE,6/12/2016,155,,E 8TH ST / SAN JACINTO BLVD,-97.73970178,30.26923399,Texas,United States of America,North America
20165011280,BURGLARY OF VEHICLE,3/17/2016,100,,E 3RD ST / ONION ST,-97.72881075,30.26068503,Texas,United States of America,North America
20165007294,BURGLARY OF VEHICLE,2/19/2016,1600,,BRIDLE PATH / SHARON LN,-97.76443964,30.28825027,Texas,United States of America,North America
20165002635,BURGLARY OF VEHICLE,1/19/2016,1000,,BRAZOS ST / E 2ND ST,-97.74286965,30.26394592,Texas,United States of America,North America
20161361208,ASSAULT BY CONTACT,5/15/2016,200,,E 7TH ST / RED RIVER ST,-97.73682331,30.26740172,Texas,United States of America,North America
2016621544,ROBBERY BY ASSAULT,3/2/2016,1950,,NORTH HAMPTON DR / WHELESS LN,-97.6846154,30.31233311,Texas,United States of America,North America
20161901901,DOC DISPLAY FIREARM-PUB PLACE,7/8/2016,2247,,SAN SABA ST / E 4TH ST,-97.71419497,30.2566136,Texas,United States of America,North America
2016210713,CRASH/CITY VEHICLE,1/21/2016,1113,,SOUTHWEST PKWY / S MOPAC EXPY SVRD SB,-97.82360896,30.23774194,Texas,United States of America,North America
20161281772,ROBBERY BY THREAT,5/7/2016,2354,,BARTON SPRINGS RD / S LAMAR BLVD,-97.7585309,30.26085944,Texas,United States of America,North America
20161321082,AGG ASSAULT,5/11/2016,1526,,E RIVERSIDE DR / S PLEASANT VALLEY RD,-97.72281244,30.2341129,Texas,United States of America,North America
20161401238,TERRORISTIC THREAT,5/13/2016,0,,WILLOW CREEK DR / E OLTORF ST,-97.73102275,30.22975017,Texas,United States of America,North America
2016910549,FAMILY DISTURBANCE,3/31/2016,930,,BROWNIE DR / DIAMONDBACK TRL,-97.68486812,30.36676562,Texas,United States of America,North America
20165003337,THEFT,1/24/2016,200,,TRINITY ST / E 7TH ST,-97.73895531,30.26800598,Texas,United States of America,North America
2016570918,DRIVING WHILE LICENSE INVALID,2/26/2016,1413,,BURLESON RD / E BEN WHITE BLVD SVRD EB,-97.73358898,30.2146617,Texas,United States of America,North America
20165017356,THEFT OF BICYCLE,4/25/2016,22,,E 6TH ST / CHICON ST,-97.72251978,30.26169288,Texas,United States of America,North America
2016550013,DRIVING WHILE LICENSE INVALID,2/24/2016,4,,E OLTORF ST / WICKERSHAM LN,-97.72430155,30.22565569,Texas,United States of America,North America
20161950152,DRIVING WHILE LICENSE INVALID,7/13/2016,149,,E WONSLEY DR / N IH 35 SVRD SB,-97.69798732,30.34317909,Texas,United States of America,North America
20161341527,VIOL CITY ORDINANCE - WRECKER,5/13/2016,1851,,AIRPORT BLVD / GUNTER ST,-97.69671124,30.26955573,Texas,United States of America,North America
2016401970,CUSTODY ARREST TRAFFIC WARR,2/9/2016,2332,,N LAMAR BLVD / MASTERSON PASS,-97.69246447,30.37117159,Texas,United States of America,North America
20161120083,DOC FIGHTING,4/21/2016,55,,CAMERON RD / DESSAU RD,-97.67597741,30.35076975,Texas,United States of America,North America
20165008907,CRASH/LEAVING THE SCENE,3/1/2016,2015,,S 1ST ST / W MARY ST,-97.75634617,30.24656333,Texas,United States of America,North America
20161860535,EVADING / FOOT,7/4/2016,722,,TERI RD / S PLEASANT VALLEY RD,-97.74418062,30.19698544,Texas,United States of America,North America
